num,type,d_le,a_le,gender,a1_r1,a1_r2,a1_r3,a1_r4,a1_r5,a1_r6,a1_r7,a1_r8,a1_r9,a1_r10,a1_r11,a1_r12,a1_r13,a1_r14,a1_r15,a1_r16,a1_r17,a1_r18,a1_r19,a1_r20,a1_r21,a1_r22,a1_r23,a1_r24,a2_r1,a2_r2,a2_r3,a2_r4,a2_r5,a2_r6,a2_r7,a2_r8,a2_r9,a2_r10,a2_r11,a2_r12,a2_r13,a2_r14,a2_r15,a2_r16,a2_r17,a2_r18,a2_r19,a2_r20,a2_r21,a2_r22,a2_r23,a2_r24,a3_r1,a3_r2,a3_r3,a3_r4,a3_r5,a3_r6,a3_r7,a3_r8,a3_r9,a3_r10,a3_r11,a3_r12,a3_r13,a3_r14,a3_r15,a3_r16,a3_r17,a3_r18,a3_r19,a3_r20,a3_r21,a3_r22,a3_r23,a3_r24,d1_r1,d1_r2,d1_r3,d1_r4,d1_r5,d1_r6,d1_r7,d1_r8,d1_r9,d1_r10,d1_r11,d1_r12,d1_r13,d1_r14,d1_r15,d1_r16,d1_r17,d1_r18,d1_r19,d1_r20,d1_r21,d1_r22,d1_r23,d1_r24,d2_r1,d2_r2,d2_r3,d2_r4,d2_r5,d2_r6,d2_r7,d2_r8,d2_r9,d2_r10,d2_r11,d2_r12,d2_r13,d2_r14,d2_r15,d2_r16,d2_r17,d2_r18,d2_r19,d2_r20,d2_r21,d2_r22,d2_r23,d2_r24,d3_r1,d3_r2,d3_r3,d3_r4,d3_r5,d3_r6,d3_r7,d3_r8,d3_r9,d3_r10,d3_r11,d3_r12,d3_r13,d3_r14,d3_r15,d3_r16,d3_r17,d3_r18,d3_r19,d3_r20,d3_r21,d3_r22,d3_r23,d3_r24,rt_a1_r1,rt_a1_r2,rt_a1_r3,rt_a1_r4,rt_a1_r5,rt_a1_r6,rt_a1_r7,rt_a1_r8,rt_a1_r9,rt_a1_r10,rt_a1_r11,rt_a1_r12,rt_a1_r13,rt_a1_r14,rt_a1_r15,rt_a1_r16,rt_a1_r17,rt_a1_r18,rt_a1_r19,rt_a1_r20,rt_a1_r21,rt_a1_r22,rt_a1_r23,rt_a1_r24,rt_a2_r1,rt_a2_r2,rt_a2_r3,rt_a2_r4,rt_a2_r5,rt_a2_r6,rt_a2_r7,rt_a2_r8,rt_a2_r9,rt_a2_r10,rt_a2_r11,rt_a2_r12,rt_a2_r13,rt_a2_r14,rt_a2_r15,rt_a2_r16,rt_a2_r17,rt_a2_r18,rt_a2_r19,rt_a2_r20,rt_a2_r21,rt_a2_r22,rt_a2_r23,rt_a2_r24,rt_a3_r1,rt_a3_r2,rt_a3_r3,rt_a3_r4,rt_a3_r5,rt_a3_r6,rt_a3_r7,rt_a3_r8,rt_a3_r9,rt_a3_r10,rt_a3_r11,rt_a3_r12,rt_a3_r13,rt_a3_r14,rt_a3_r15,rt_a3_r16,rt_a3_r17,rt_a3_r18,rt_a3_r19,rt_a3_r20,rt_a3_r21,rt_a3_r22,rt_a3_r23,rt_a3_r24,rt_d1_r1,rt_d1_r2,rt_d1_r3,rt_d1_r4,rt_d1_r5,rt_d1_r6,rt_d1_r7,rt_d1_r8,rt_d1_r9,rt_d1_r10,rt_d1_r11,rt_d1_r12,rt_d1_r13,rt_d1_r14,rt_d1_r15,rt_d1_r16,rt_d1_r17,rt_d1_r18,rt_d1_r19,rt_d1_r20,rt_d1_r21,rt_d1_r22,rt_d1_r23,rt_d1_r24,rt_d2_r1,rt_d2_r2,rt_d2_r3,rt_d2_r4,rt_d2_r5,rt_d2_r6,rt_d2_r7,rt_d2_r8,rt_d2_r9,rt_d2_r10,rt_d2_r11,rt_d2_r12,rt_d2_r13,rt_d2_r14,rt_d2_r15,rt_d2_r16,rt_d2_r17,rt_d2_r18,rt_d2_r19,rt_d2_r20,rt_d2_r21,rt_d2_r22,rt_d2_r23,rt_d2_r24,rt_d3_r1,rt_d3_r2,rt_d3_r3,rt_d3_r4,rt_d3_r5,rt_d3_r6,rt_d3_r7,rt_d3_r8,rt_d3_r9,rt_d3_r10,rt_d3_r11,rt_d3_r12,rt_d3_r13,rt_d3_r14,rt_d3_r15,rt_d3_r16,rt_d3_r17,rt_d3_r18,rt_d3_r19,rt_d3_r20,rt_d3_r21,rt_d3_r22,rt_d3_r23,rt_d3_r24
84,1,2,1,1,14,16,15,13,14,0,0,12,15,0,0,13,,,,,,,,,,,,,10,1,10,12,1,14,0,10,0,2,10,0,11,0,0,10,0,0,9,0,7,7,0,8,12,1,1,10,11,1,11,8,8,0,10,6,0,2,6,6,1,8,5,6,0,7,8,0,10,15,10,10,1,10,1,6,1,10,1,10,1,1,1,5,2,2,8,1,5,8,5,6,15,13,10,11,14,2,8,9,15,9,10,11,,,,,,,,,,,,,15,15,6,12,11,11,5,11,11,11,10,11,6,0,0,10,6,10,0,10,10,10,0,10,3551,2210,3539,1574,1746,1479,1784,1990,2148,1667,1139,2273,3677,4195,3737,1092,1798,2799,6232,1738,1422,1433,1671,1392,6502,2583,2478,3303,2946,7905,3537,6366,1954,4105,2838,4510,6744,2479,7061,2686,3144,1931,5281,2195,6308,3321,4900,4300,5079,2144,1321,5022,3766,6858,3219,1995,1507,2729,3051,1480,1537,1766,3766,1245,1662,1274,2048,2318,4036,1705,3291,7252,2217,2417,1757,1915,1892,3987,2086,3139,1788,3001,1717,3506,1961,2108,1680,1688,2565,2126,1787,2859,1969,5005,2230,5241,5358,1635,1373,1750,2140,1823,1775,1824,1508,5060,1884,1645,1708,1370,1911,1821,2176,1727,1874,2116,5182,2929,1727,1137,2823,1744,1376,2882,1316,1824,1421,1344,1308,1864,2503,2555,2052,3595,3133,7049,7009,2436,4836,3448,2992,3490,4408,4567
85,1,2,1,2,0,0,8,8,8,7,7,0,0,9,9,9,,,,,,,,,,,,,0,0,13,7,0,0,13,0,0,9,0,9,0,0,0,0,0,0,9,0,9,9,9,9,0,0,5,6,3,12,12,0,8,0,0,9,0,9,0,12,8,8,5,8,5,0,7,9,10,8,8,12,8,5,10,10,8,8,12,4,12,5,10,8,10,5,10,8,8,8,8,10,15,1,13,13,13,12,12,14,0,14,10,10,,,,,,,,,,,,,10,8,8,11,10,8,8,10,5,10,6,8,9,8,7,10,9,5,13,5,10,8,9,8,5666,1652,1624,8283,4383,3998,2671,2003,1596,3313,2567,2356,1364,2615,2872,2659,1743,7385,1635,5337,3081,1801,9000,2392,1175,887,1382,964,890,1045,1111,956,1202,875,902,819,1210,1420,1182,1021,1017,1212,951,802,919,878,1113,829,3569,4894,7206,8367,5228,2291,3064,2541,2404,4522,8311,4269,3118,5515,2782,2777,2077,3244,3507,9501,2156,2144,2229,2029,2497,4760,4569,1878,1639,1833,2407,3302,6154,3793,4013,1785,3376,3715,5108,7056,4631,1492,1594,964,2577,906,2111,1535,2175,6574,3695,3344,1169,3329,1254,3671,1107,1759,2199,2377,4163,1383,5601,2454,1957,2385,9152,2675,2729,4093,2423,3752,2090,3680,1503,1114,4771,903,4358,1748,923,1420,807,949,3479,1095,1387,1522,5080,955,1045,817,1306,1460,2860,1430
26,1,1,1,2,12,15,14,15,14,15,16,16,17,18,16,16,,,,,,,,,,,,,10,15,10,12,15,16,12,15,15,15,16,17,16,14,15,16,18,18,16,10,15,10,16,18,19,9,10,8,10,13,16,10,10,13,14,10,10,16,16,17,17,15,14,14,10,18,18,17,19,16,14,13,12,14,16,16,15,15,16,16,15,16,16,16,17,18,17,17,15,14,15,17,10,14,14,12,13,14,15,15,14,15,15,16,15,16,17,16,16,17,17,16,15,13,15,16,14,15,14,14,12,14,15,15,15,14,15,16,15,15,16,16,16,17,16,17,15,14,14,17,3003,2234,4843,2015,1723,2300,9317,4560,2003,2534,2063,2191,3970,6288,3607,11762,2367,1748,3794,3014,2705,3547,2300,1988,6615,9458,6683,2052,3078,3916,4920,1746,2020,2772,3662,2437,2341,3580,1446,3188,2130,2224,1786,4732,3241,5597,2728,1781,2734,1522,2943,1765,2342,4679,5703,1855,1399,4278,2787,8927,7411,5228,1922,1764,2220,5214,3193,3591,4093,4282,3971,2971,5335,3818,1043,841,2019,1469,1353,2320,1791,1791,1435,2169,1923,1778,1557,5602,1265,9381,5134,1625,1661,6052,2207,1428,1945,1928,1250,1483,1729,1667,1431,1420,1303,2817,1620,1537,1350,3443,1869,2497,2906,1513,3041,1423,1712,1740,1742,2134,2611,3952,2648,3075,2870,2533,3544,5234,1875,3191,4691,2995,1559,2444,1702,3262,1900,1855,2404,2656,1594,1753,2950,2615
27,0,3,,2,,0,0,5,0,10,10,0,0,5,5,0,5,0,0,10,5,0,5,5,5,0,0,5,0,0,1,0,5,5,6,0,0,2,5,0,2,6,6,7,0,0,6,2,5,5,0,0,0,0,11,10,10,0,10,10,0,10,0,0,9,0,0,0,0,0,0,0,9,0,0,9,8,8,0,8,8,8,8,8,5,5,5,0,8,8,6,0,8,0,6,8,8,10,8,8,5,2,1,3,4,3,5,3,0,3,7,4,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,5,7,5,6,9,3,1,6,0,11,8,0,3,7,4,9,0,4,0,5,6,4716,3515,1954,2108,2027,7124,3168,6590,2617,2085,2415,4606,2290,5236,3398,1692,3099,2482,2301,2714,2363,2566,4156,2472,1349,1717,898,1341,1065,5361,5066,1407,866,806,1677,812,658,1588,1013,3489,945,1195,1049,6644,2847,918,1015,1974,3390,3439,2798,4797,10466,4025,5161,7974,3883,2260,4715,4521,7115,6561,8408,6123,7368,8113,5419,10081,5983,3291,6731,5595,4115,2974,9452,2601,5998,3654,3233,6220,7610,4150,7126,7915,4610,3533,4939,3325,5786,11827,1657,3667,2692,3307,3343,5846,3494,1375,804,762,864,779,824,1770,1800,1221,815,1344,702,1064,916,1174,1093,793,984,916,820,940,977,1065,11547,3262,5375,6202,6649,4222,2917,2968,4194,6909,4689,3008,2014,2549,3314,6332,2903,6096,8442,3639,3377,6012,2372,4040
32,1,2,,2,,0,10,15,1,10,1,1,2,0,10,0,0,0,0,15,1,0,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,15,20,15,0,0,0,0,0,0,11,20,0,0,0,12,0,0,12,0,0,0,0,0,3,2,3,11,11,10,10,6,6,2,2,6,8,6,5,8,8,6,9,3,4,14,13,15,5,3,10,16,15,10,10,8,8,6,5,16,15,10,3,10,17,5,15,10,15,15,15,15,1,1,6,12,11,1,5,3,1,1,1,5,6,1,1,1,7,0,2,6,8,2,2,2,4403,3648,3614,4077,2060,2677,1337,1209,1848,965,2891,2265,1986,1793,1788,1934,2465,1899,1676,1704,2035,1660,1748,2047,5274,2430,1280,1504,1363,1093,3034,1003,1201,1216,1534,1807,6437,2386,2370,1978,2055,1784,1195,2273,2673,3029,2167,2161,3700,2805,3634,2805,1397,2058,2904,1632,1723,1649,2341,3224,1480,1406,2612,1858,2364,1363,2209,1749,2003,1520,1458,2547,3883,3233,4851,5126,2694,5198,2535,2181,2120,658,1640,2460,1791,3680,4779,3478,2608,3700,1968,4682,1467,2010,2530,2772,3826,1692,3906,2680,1230,1456,1314,1417,1635,1838,2454,1838,1889,1592,1596,1777,1114,1927,1328,1391,1094,1218,1083,3175,2286,3918,3257,2597,2317,1910,2025,784,2165,1912,2168,3210,2175,2130,3148,2431,2706,2091,3279,4725,2720,2274,3245,3232
30,0,1,,2,,9,9,14,10,13,10,1,12,13,12,13,15,13,14,1,0,16,13,12,14,0,2,0,7,9,9,15,9,10,15,9,9,9,9,9,12,13,13,6,5,3,3,9,12,9,5,3,7,8,8,10,10,11,10,12,0,8,10,11,12,12,12,0,1,0,10,9,11,12,0,0,8,9,12,10,14,12,13,14,12,10,12,13,13,14,15,14,10,9,9,12,12,13,11,8,1,2,10,9,9,9,10,10,10,10,10,10,10,15,14,13,12,11,10,9,8,9,10,10,9,9,9,8,13,12,13,12,8,7,10,10,10,10,12,12,5,6,6,7,10,12,8,4,4619,2451,3438,8123,4148,4390,10380,8520,5265,5788,7720,9492,7775,9976,12535,7085,4398,9527,7663,10311,9149,8303,10271,5202,5888,5903,2578,2841,1689,4184,2445,3210,2569,2450,2440,1790,2654,5466,4689,2305,1579,3069,5010,3521,8579,10140,9264,2561,3724,1597,1442,3165,2744,1387,5209,3111,1090,8235,2176,2312,2471,1917,4578,5501,2374,2531,2620,4556,2946,2150,4986,2476,5365,2578,1769,1598,4743,3543,2522,1433,1141,2542,4016,1319,1273,5380,3041,2523,5021,1472,1311,952,1097,7199,5356,1088,2171,1575,1831,2260,5224,4534,3558,1374,5995,2869,1811,3442,2843,6502,2677,2115,8320,3783,1762,1872,2283,2079,6291,2902,4386,9375,3103,2616,8901,2322,3088,1677,949,965,3238,2089,5082,4008,3260,2333,3494,3922,1327,3942,3004,5138,1485,3686
28,0,1,,1,,0,0,11,0,0,0,14,0,0,0,15,0,0,0,15,0,0,0,12,0,0,0,13,0,0,0,15,0,0,0,12,0,0,13,0,0,0,0,10,0,0,0,12,0,5,0,10,0,0,0,15,0,0,0,15,0,0,5,15,0,0,0,15,0,6,0,15,0,0,0,15,10,5,10,10,10,0,10,10,10,0,10,10,15,10,10,10,0,10,10,10,10,10,10,10,10,1,10,8,10,15,15,15,1,1,1,1,1,15,10,10,1,5,13,0,1,10,0,15,8,10,10,10,5,5,12,10,3,1,0,1,10,0,15,10,0,10,10,0,8,15,15,10,3119,1252,1172,2308,1169,1289,1056,4595,2119,2251,1413,1933,975,1145,4568,2035,1159,1468,1032,1961,1209,3595,1692,1244,4513,2201,4794,4014,5160,2120,5670,9462,3248,2562,3157,3052,1727,3277,9154,3509,2599,12722,10516,3341,3957,2436,2494,3276,1032,1025,1032,1521,1017,1191,1079,2383,1022,1008,1576,1087,899,1024,867,1076,960,2678,884,1068,1385,930,941,1438,2655,2073,2173,1016,2935,1457,1847,1046,3100,1236,7362,6503,1528,1424,5853,2677,7029,2271,6782,3401,5525,4807,5892,2657,12956,8699,5457,8570,9327,5598,5505,8064,5857,2037,5106,3498,12595,9657,5034,1971,1782,7005,4454,6012,10040,10892,7938,5189,2153,5580,3368,3965,4845,2303,4824,3461,4521,2117,3658,3119,2392,3794,3208,9819,1802,3297,6826,5469,6052,8022,8903,2412
29,1,1,,2,,0,0,3,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,7,0,20,0,0,10,0,0,0,0,0,0,10,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,5,3,5,7,2,5,6,7,3,2,8,8,5,7,3,5,0,3,3,7,5,7,8,3,5,6,4,6,5,4,6,4,6,5,5,7,6,5,7,6,6,4,4,4,4,5,6,7,5,5,5,4,5,2,3,6,7,5,7,3,5,7,6,7,2,7,2,3,5,7,7,7,1585,2300,3222,1129,2029,3213,1304,1269,1022,1156,1869,1569,1484,1647,2114,2743,2552,3556,2209,991,2960,998,2009,2688,3927,1936,1090,1181,1713,2128,1108,1342,1192,2526,1222,897,2007,1214,4314,1321,1663,1008,1020,1035,906,1550,947,1974,2788,6329,5433,1329,2089,5894,1532,8087,1345,2085,3381,1250,2202,4221,1767,2604,1901,2487,4873,2584,1375,2371,1984,3143,849,1038,785,743,806,832,1665,822,792,1471,784,789,1380,771,723,1688,1447,1126,2224,868,877,904,1536,730,1407,934,827,1121,3947,4155,862,4526,3943,953,872,2040,2468,774,5868,4762,5723,1079,1426,1040,7002,4150,7288,3604,1579,1123,897,2036,933,976,1457,1357,1106,1907,1247,1313,1059,2371,1799,3705,1105,1947,1242,2301,2967,1143,1175,3576
72,1,,,1,0,10,10,15,10,10,0,15,15,0,0,0,15,0,0,0,15,0,15,0,10,10,0,15,0,0,11,0,0,10,0,0,10,0,10,0,0,0,5,0,10,0,10,0,0,0,0,0,10,10,0,0,15,0,0,0,0,0,0,0,15,0,0,15,0,0,15,0,0,15,20,0,15,7,11,11,8,13,8,8,8,9,8,7,7,9,6,9,5,9,5,0,11,9,0,5,5,8,15,12,15,14,12,8,14,13,4,13,12,9,13,2,12,13,12,12,12,8,8,17,5,6,8,8,10,10,10,2,16,10,2,8,6,7,0,10,10,0,6,8,10,7,2,8,2656,4797,5505,12326,8754,7284,2830,4529,4273,4791,2476,3982,2810,2209,8134,3091,3690,3868,3305,1686,1883,5951,2361,5427,4684,2331,1153,3681,1726,995,6235,11092,3613,1804,1484,9879,803,2602,12,6593,5888,1028,6592,802,2599,2303,10756,1061,10381,12589,1644,1284,1880,2361,2090,6131,1439,2643,7343,5520,1856,5814,3276,1920,3601,2432,3326,2825,4393,4265,6279,937,1542,1193,1434,2028,3018,2785,3439,1171,990,915,940,1185,1146,1094,891,1513,3068,1273,744,1669,2893,956,1025,843,3979,2079,2734,1581,1863,1851,3318,1906,1605,1618,1306,1341,4254,3370,1662,1422,3203,2119,2407,1998,2003,1539,1719,1683,2280,3702,1475,2229,2752,2838,2284,4695,1701,1586,2311,1582,2920,4128,2001,2459,2191,2695,1037,2991,1563,1841,4461,1829
75,1,,,1,0,0,11,11,15,2,0,15,15,15,15,0,15,15,0,0,15,0,20,0,10,0,0,0,0,0,17,0,0,17,0,11,0,0,20,17,17,0,11,15,15,0,0,0,15,0,15,0,0,11,11,0,0,12,0,0,14,0,0,4,0,0,0,13,0,13,0,5,0,0,0,12,12,12,12,13,12,12,13,11,12,13,12,13,12,13,12,11,12,13,11,12,10,11,10,11,9,8,9,9,10,8,9,9,9,10,7,9,7,11,8,11,7,10,10,11,8,9,11,9,10,7,5,15,3,7,10,0,7,9,7,12,10,12,7,7,10,12,7,7,7,12,7,7,2456,5757,1700,1607,6920,12175,4686,5821,5502,2128,5702,4036,3565,5808,6252,2298,5257,8732,4963,4144,6188,6862,4608,1431,6611,3731,4445,9863,6548,4161,3980,4556,3955,6410,11436,5434,1401,2371,7543,9158,3438,5345,4851,2064,2739,4113,8728,2371,4284,8980,12776,6151,8760,6360,3303,3153,7188,3284,3125,12,2350,2751,6742,4992,10329,4738,2299,4033,2128,5721,3112,4579,1515,5040,1252,1623,1173,1020,8237,1897,2099,2090,1676,1913,2197,960,4301,1258,1776,11226,5967,1653,3582,1601,2582,2377,10606,3817,1850,1209,1495,3685,2626,8158,2008,2385,3674,1447,4496,2541,3981,8771,2542,2239,1442,4727,3948,2116,2806,9543,4305,5656,3222,5301,2231,3371,2588,2646,5322,4606,3338,2481,2348,3245,1324,3688,2046,5746,3513,3463,2939,2918,1920,2986
74,0,,,2,5,1,0,3,0,5,10,10,0,10,0,9,9,0,10,9,0,0,10,0,0,10,0,0,0,0,10,0,13,10,10,0,0,0,10,0,0,0,13,0,0,0,10,0,14,12,0,0,0,0,12,0,9,9,8,15,0,0,0,10,10,0,9,0,0,0,8,14,0,12,0,0,15,10,5,10,10,10,10,15,15,10,10,10,10,14,10,15,15,10,10,15,15,10,15,15,15,12,7,14,7,11,13,13,13,10,10,8,14,11,7,16,9,10,10,7,7,7,14,6,11,8,6,9,12,8,8,9,6,5,6,5,11,2,5,8,12,3,9,10,7,5,12,6,8605,7193,7845,8283,2690,12087,3607,6134,1071,12862,5155,10177,4019,4357,4745,2313,1661,3057,3199,1792,7815,2954,2376,3165,3946,3328,4554,4847,7018,11007,6759,3178,6346,3508,9308,9150,4140,11125,8637,3803,5282,1878,9095,7155,10975,5647,5195,2033,897,3254,2023,1278,2502,2508,2603,5798,1817,1816,5136,4136,6198,1785,2770,2756,2343,3679,3317,5110,1885,3071,2729,2946,2985,1708,1536,1103,1316,1604,1564,1305,1334,2564,1190,1574,2802,1587,1428,1253,3831,2803,1009,1371,6184,1150,1363,1087,6438,1842,871,3731,679,3732,1698,4225,3563,3268,8108,2785,1729,7092,3773,4717,5012,10731,4395,2085,2573,4431,3084,2298,4448,947,2351,3875,1353,1817,3394,2284,3752,1891,2023,2322,1624,978,780,4102,4442,3115,6757,6764,3632,3780,2384,4548
45,0,,,1,3,3,15,16,3,3,3,16,16,3,14,14,3,3,2,2,2,17,16,17,16,3,2,2,16,6,20,18,19,3,6,18,19,2,6,18,20,3,16,13,12,20,18,2,19,12,4,2,13,13,3,4,16,4,14,15,14,3,13,14,2,13,13,2,13,12,14,2,15,14,2,14,15,13,8,15,18,20,13,10,15,16,15,15,8,16,18,17,15,17,6,10,8,17,15,14,15,15,12,14,10,15,10,15,10,10,12,12,18,10,13,16,14,14,10,12,12,10,14,12,11,12,11,14,11,15,11,12,11,10,10,14,15,15,10,11,12,13,13,10,10,11,10,10,4157,1582,3619,1342,791,1661,1603,5329,1988,756,1940,1972,1763,2589,2134,1622,1495,1151,1733,2448,2890,5356,1739,2723,6079,1824,5418,3690,5857,3518,4236,7435,7267,3931,6847,2531,5586,3792,5775,6866,1935,7799,6153,3522,5393,5113,3039,3361,4923,7431,3578,5158,4334,1139,4234,2945,6441,1398,6858,2563,1397,3106,4125,860,2763,1620,3068,1868,4198,2552,1812,4828,8921,7368,2778,1642,1329,7708,6478,7566,6239,7617,2689,6402,3796,3800,1377,6338,4669,6609,2666,4574,5149,4501,1559,7955,11408,5796,4692,3210,4455,5311,7138,1912,2610,6390,7266,9918,3487,1418,2199,1535,3292,1829,7407,3036,1731,6545,5532,4231,1583,1074,1244,2195,1664,2426,3030,834,1088,6479,3284,5918,3710,3011,3170,5725,4910,6029,3753,3446,2442,2705,1444,2113
42,1,,,2,5,1,1,8,8,5,8,8,3,1,1,8,1,0,9,9,7,9,8,0,9,9,9,9,10,1,1,1,9,1,1,9,1,1,9,10,0,0,9,0,9,9,7,5,3,0,9,8,1,1,1,1,4,1,1,1,4,0,0,3,6,0,0,3,0,4,3,9,0,7,7,7,20,11,9,8,8,9,7,7,8,8,7,8,9,8,7,7,7,7,7,8,8,7,8,9,9,9,2,1,3,5,3,3,5,4,1,3,3,3,1,3,3,3,7,6,5,4,5,5,10,7,9,3,9,5,6,6,9,5,3,9,9,6,3,5,5,7,8,6,7,7,7,9,3213,2306,2410,3509,2247,1551,2740,4484,998,1102,4932,945,5544,2718,2661,2253,1529,3260,955,2985,926,1165,1745,1329,3224,1163,1871,1762,3044,1645,1845,3534,2786,2345,2463,4016,3060,2138,2683,3370,2469,4442,2047,3058,12,3242,2822,3129,3266,2443,2619,2776,2273,5353,2127,4484,3617,7400,2466,2983,1749,1618,7531,3647,3241,3037,3219,2701,1731,6645,2400,2578,1690,1875,1479,1812,3704,1912,1570,1803,2217,1758,1685,2400,1493,2108,1469,3702,2121,1652,2425,3581,1300,2215,1904,735,2531,2151,1098,1932,1011,1396,1928,1377,859,897,2790,2226,1802,3326,1545,1501,2994,2314,1139,2823,1300,1171,2210,1581,2916,1034,823,807,998,820,843,1003,832,724,3426,684,1165,1400,861,1108,843,2955,1794,898,943,810,883,695
41,0,,,2,10,12,7,6,3,1,0,0,5,5,5,0,0,1,5,0,4,0,0,10,0,2,9,0,15,15,5,5,1,1,2,0,10,9,2,0,0,0,5,10,5,5,0,0,10,0,0,10,10,5,5,1,1,0,0,5,6,6,0,0,5,8,8,8,8,0,0,10,10,0,0,10,16,17,18,18,15,10,9,6,4,17,14,5,6,18,5,10,19,14,4,8,15,5,3,5,15,15,15,10,10,8,5,5,5,10,10,8,5,5,5,10,10,8,5,5,10,9,5,5,19,18,18,17,10,8,7,5,5,8,8,8,8,6,8,6,8,7,7,6,7,8,8,6,3640,2394,4144,3803,3600,1974,2096,1931,2032,1943,2086,1705,2253,1674,1659,2222,7294,2470,2425,1499,2119,3529,5903,2795,1257,2180,1325,914,2196,1015,2545,3085,3180,2255,2016,3519,2425,929,3170,2475,946,3937,1973,2688,3286,3401,3419,1881,938,4415,857,1199,869,1022,1338,4309,1825,1691,5452,1547,900,5433,8230,944,1575,974,1741,6975,2075,936,1702,6314,2771,3152,1928,2081,1354,2049,1444,2349,1427,2138,1824,1657,2044,3327,2563,2439,3155,3895,2392,1612,2391,2550,2798,2787,3224,2080,1956,1803,2862,4684,1400,1774,1996,2249,3326,2362,2586,2198,2239,2929,2572,1885,7336,3436,2772,2034,3573,5101,3215,2679,2267,1948,1785,3071,2062,4138,2141,2520,2680,2566,2680,2265,3766,1573,1994,1552,2268,2461,1893,1924,2605,1668
43,0,,,1,0,10,10,10,0,0,10,10,13,0,10,10,0,10,10,0,10,0,13,0,10,13,13,10,10,10,10,10,0,0,10,10,0,0,10,10,0,10,10,0,10,0,10,15,10,13,10,10,10,10,10,10,0,0,10,13,0,0,10,10,0,15,16,0,10,0,15,0,10,16,0,10,7,7,10,8,12,9,0,9,12,3,1,13,11,3,11,0,13,11,12,12,7,1,4,7,7,12,10,10,13,7,7,13,12,12,10,11,0,10,12,14,7,0,8,13,8,13,1,12,13,7,6,13,11,9,13,10,11,13,13,10,1,0,10,0,13,0,15,5,13,15,13,0,4437,2301,1604,2414,1494,2262,3500,3125,5251,2707,1874,2884,2390,3698,2852,1907,2429,2409,2880,2387,2928,2659,2820,3754,2023,1872,2068,1737,871,1685,1525,1886,1665,4152,2037,1979,1062,2265,3214,4081,1519,1453,1988,2250,2010,2652,3166,1818,7619,1992,1701,1469,1264,1506,1358,5059,1255,1436,1494,3352,1479,4662,4079,2072,2650,1487,2799,1644,6698,3576,3435,3244,5065,1005,2836,2531,5470,3965,1396,1198,2110,4149,1495,2631,1834,4254,4185,2756,2018,3242,5598,2776,3946,1619,5974,943,5811,4274,2072,3012,2202,2737,5771,3670,2842,1889,2338,4773,2469,2244,7110,4289,2296,3392,8167,4349,5221,1414,9215,5257,3217,4574,5647,6836,4236,4610,6250,5077,3039,1289,3064,7548,5301,8680,5654,4241,4622,4396,4426,7660,5716,5189,6377,4462
44,0,,,2,0,0,0,1,10,15,2,0,0,1,10,10,0,0,1,10,0,2,1,8,0,1,8,1,0,0,0,0,0,10,5,0,0,0,0,0,10,0,0,9,0,0,0,9,0,0,9,0,2,0,0,0,5,4,0,6,6,0,8,0,0,8,5,7,0,0,1,8,0,0,7,0,5,5,6,7,5,6,7,7,7,6,6,7,7,6,6,6,6,5,5,5,5,5,5,5,7,8,8,9,7,7,9,8,8,9,7,10,8,8,7,5,9,8,5,8,10,8,5,10,20,7,6,5,7,9,13,11,7,7,9,9,7,7,6,6,10,9,7,6,10,7,9,10,11738,4639,1448,1140,2430,10503,4459,2875,6108,1572,3651,11852,1895,6878,2035,2520,3326,6659,1177,1377,1198,11029,1327,6584,2934,2958,2664,5739,7537,2348,3126,2217,4452,2322,1988,3839,9286,2201,3112,2168,3068,3406,5961,2093,5710,5960,6229,2487,6376,2066,1944,1999,9706,10397,5497,11606,10464,3023,7984,3034,8501,3811,12158,2724,2848,1473,1717,3834,1954,1161,2841,1880,5901,3694,1687,2338,7309,6213,3879,9685,3613,1516,5766,6534,4483,4788,2651,3702,5216,1516,10387,3281,3937,12448,2676,2432,2198,3926,3279,2112,971,1599,2071,1817,1505,1607,1717,1807,1365,1774,1733,1734,7128,3037,2814,951,1279,1117,1764,2181,5167,3706,3176,2395,2172,3421,1241,3758,4092,2584,3276,1806,6235,3013,1880,5997,2139,1720,5712,7263,1575,3571,1345,3621
71,0,,,1,0,0,0,0,0,0,7,0,0,0,0,10,0,0,9,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,14,16,17,13,0,10,10,10,8,8,5,3,10,5,5,5,10,10,3,6,6,5,10,10,8,6,8,12,10,5,5,5,5,0,2,0,10,5,1,1,1,1,1,1,1,5,10,5,3,3,10,10,10,10,10,10,10,1,0,3,5,5,4,0,4,8,0,4,0,4,8,5,10,7,7,10,0,2810,1264,3460,2009,1339,4850,1398,1359,1594,1363,912,1365,5799,1875,1809,3907,5333,3782,1330,969,8363,8229,9289,1439,2071,2187,2406,2276,2477,2458,1526,3956,2728,2979,2980,5928,3979,4796,1752,1177,2850,1302,1733,1246,7737,7352,7025,4719,2551,1577,3837,3873,2796,1619,1484,1433,2699,1267,2068,2230,2658,4552,2353,2547,7831,2549,1732,2512,6161,2885,2050,1280,3062,1611,1475,1763,1429,1534,1330,1388,2832,1150,1244,1322,1381,2015,2068,2411,6871,1557,1399,1246,3189,1126,1011,1595,1713,928,895,1053,739,833,2665,2669,1631,1026,1004,1093,914,1782,809,1246,986,1670,995,840,799,1805,3841,2208,3228,1861,1547,1541,2093,1849,1713,2424,1564,2715,3578,1876,6795,1233,3137,1131,1515,8652,4126,5957,5286,2302,11123,3763
73,1,,,2,0,0,13,13,0,0,11,11,0,12,11,0,0,11,13,0,9,8,0,10,8,0,8,11,0,14,14,0,0,0,14,0,0,0,14,0,0,14,12,0,13,0,0,0,12,0,13,12,15,0,0,15,0,0,14,15,0,0,0,13,0,0,13,0,0,14,0,14,0,0,0,14,10,10,13,13,9,5,1,16,9,8,12,12,8,9,10,1,9,13,13,1,13,14,8,9,9,8,10,12,13,6,10,12,12,8,8,10,8,6,12,14,8,10,10,2,10,6,10,12,12,10,9,11,11,8,7,13,12,9,13,11,9,1,11,13,7,8,8,7,8,8,8,8,5641,951,1314,2453,1184,1913,4121,1887,731,1172,2072,5638,1891,1267,4369,1034,1754,4275,966,2873,1852,932,3091,6968,1259,1329,1121,1215,1431,1252,980,1022,1188,992,920,1014,984,1235,1092,971,980,754,942,1225,1024,1022,1296,1159,4300,3533,3403,2563,2446,1844,4138,2377,2978,4531,5473,3377,2903,4241,6960,3229,5623,4078,4701,8732,11177,6641,3897,6058,5202,2202,1978,1946,2826,1714,2935,3660,1487,1059,1124,2574,1729,1052,1312,814,3488,1462,917,1155,1317,1461,1848,1295,12,2298,3699,1598,2360,2167,4209,1559,3129,2092,1796,2806,955,3483,3842,2117,2436,1809,2481,3658,2337,2603,2451,4593,6309,2921,1705,3554,1633,3471,2919,8137,1873,6263,2350,2152,1455,1679,1261,1309,1720,3456,1053,3034,1120,1804,1581,2364
